Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
August Demo,Chrome 68.0.3440.106,"Login, Runs Payroll, Every Page of PR",2018-08-27 13:27:29,2018-08-27 13:29:40,2m - 10.936s,PASSED
,,,,,,
Test Cases/All Pages in PR,Chrome 68.0.3440.106,,2018-08-27 13:27:29,2018-08-27 13:28:58,1m - 28.974s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-27 13:27:30,2018-08-27 13:27:34,3.595s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:34,2018-08-27 13:27:34,0.550s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 13:27:34,2018-08-27 13:27:35,0.249s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-27 13:27:35,2018-08-27 13:27:35,0.253s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 13:27:35,2018-08-27 13:27:36,0.845s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 13:27:36,2018-08-27 13:27:37,0.700s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 13:27:37,2018-08-27 13:27:42,5.570s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 13:27:42,2018-08-27 13:27:42,0.151s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 13:27:42,2018-08-27 13:27:47,5.031s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:47,2018-08-27 13:27:48,0.832s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:48,2018-08-27 13:27:49,0.483s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:49,2018-08-27 13:27:51,2.546s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:51,2018-08-27 13:27:52,0.586s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:52,2018-08-27 13:27:52,0.543s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:52,2018-08-27 13:27:53,0.535s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:53,2018-08-27 13:27:53,0.422s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:53,2018-08-27 13:27:54,0.435s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:54,2018-08-27 13:27:54,0.454s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:54,2018-08-27 13:27:55,0.461s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:55,2018-08-27 13:27:55,0.427s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 13:27:55,2018-08-27 13:27:57,2.005s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:57,2018-08-27 13:27:57,0.440s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:27:57,2018-08-27 13:28:00,2.528s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:00,2018-08-27 13:28:01,0.933s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:01,2018-08-27 13:28:01,0.445s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 13:28:01,2018-08-27 13:28:03,2.003s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:03,2018-08-27 13:28:06,2.440s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:06,2018-08-27 13:28:06,0.549s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:06,2018-08-27 13:28:07,0.570s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:07,2018-08-27 13:28:07,0.509s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:07,2018-08-27 13:28:08,0.538s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:08,2018-08-27 13:28:08,0.405s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:08,2018-08-27 13:28:09,0.466s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 13:28:09,2018-08-27 13:28:11,2.010s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:11,2018-08-27 13:28:12,0.648s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:12,2018-08-27 13:28:12,0.485s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:12,2018-08-27 13:28:13,0.509s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:13,2018-08-27 13:28:13,0.496s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:13,2018-08-27 13:28:13,0.476s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:13,2018-08-27 13:28:14,0.477s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 13:28:14,2018-08-27 13:28:16,2.005s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:16,2018-08-27 13:28:17,0.653s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:17,2018-08-27 13:28:17,0.630s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:17,2018-08-27 13:28:18,0.890s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:18,2018-08-27 13:28:19,0.592s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:19,2018-08-27 13:28:19,0.417s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:19,2018-08-27 13:28:20,0.513s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:20,2018-08-27 13:28:20,0.500s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 13:28:20,2018-08-27 13:28:22,2.004s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:22,2018-08-27 13:28:25,2.481s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:25,2018-08-27 13:28:25,0.433s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:25,2018-08-27 13:28:26,0.490s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:26,2018-08-27 13:28:26,0.450s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:26,2018-08-27 13:28:27,0.545s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 13:28:27,2018-08-27 13:28:29,2.006s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:29,2018-08-27 13:28:29,0.380s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:29,2018-08-27 13:28:30,1.044s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:30,2018-08-27 13:28:30,0.407s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:30,2018-08-27 13:28:31,0.410s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 13:28:31,2018-08-27 13:28:33,2.004s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:33,2018-08-27 13:28:33,0.380s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:33,2018-08-27 13:28:34,0.416s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:34,2018-08-27 13:28:34,0.523s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:34,2018-08-27 13:28:35,0.424s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:35,2018-08-27 13:28:35,0.394s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 13:28:35,2018-08-27 13:28:35,0.415s,PASSED
