Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
August Demo,Chrome 68.0.3440.106,"Login, Runs Payroll, Every Page of PR",2018-08-30 12:19:56,2018-08-30 12:21:16,1m - 20.002s,PASSED
,,,,,,
Test Cases/All Pages in PR,Chrome 68.0.3440.106,,2018-08-30 12:19:56,2018-08-30 12:21:16,1m - 19.652s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-30 12:19:57,2018-08-30 12:20:01,3.857s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:01,2018-08-30 12:20:01,0.621s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-30 12:20:01,2018-08-30 12:20:02,0.248s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-30 12:20:02,2018-08-30 12:20:02,0.268s,PASSED
click,Chrome 68.0.3440.106,,2018-08-30 12:20:02,2018-08-30 12:20:03,0.848s,PASSED
click,Chrome 68.0.3440.106,,2018-08-30 12:20:03,2018-08-30 12:20:03,0.524s,PASSED
click,Chrome 68.0.3440.106,,2018-08-30 12:20:03,2018-08-30 12:20:05,1.610s,PASSED
click,Chrome 68.0.3440.106,,2018-08-30 12:20:05,2018-08-30 12:20:05,0.131s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-30 12:20:05,2018-08-30 12:20:11,6.021s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:11,2018-08-30 12:20:12,0.555s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:12,2018-08-30 12:20:12,0.511s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:12,2018-08-30 12:20:13,0.585s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:13,2018-08-30 12:20:13,0.664s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:13,2018-08-30 12:20:14,0.822s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:14,2018-08-30 12:20:15,0.756s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:15,2018-08-30 12:20:16,0.663s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:16,2018-08-30 12:20:16,0.503s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:16,2018-08-30 12:20:17,0.452s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:17,2018-08-30 12:20:17,0.472s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:17,2018-08-30 12:20:17,0.423s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-30 12:20:17,2018-08-30 12:20:19,2.007s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:19,2018-08-30 12:20:20,0.626s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:20,2018-08-30 12:20:21,0.633s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:21,2018-08-30 12:20:21,0.437s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:21,2018-08-30 12:20:22,0.451s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-30 12:20:22,2018-08-30 12:20:24,2.006s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:24,2018-08-30 12:20:24,0.441s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:24,2018-08-30 12:20:25,0.528s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:25,2018-08-30 12:20:25,0.613s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:25,2018-08-30 12:20:26,0.448s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:26,2018-08-30 12:20:26,0.545s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:26,2018-08-30 12:20:27,0.409s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:27,2018-08-30 12:20:27,0.517s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-30 12:20:27,2018-08-30 12:20:29,2.005s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:29,2018-08-30 12:20:30,0.571s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:30,2018-08-30 12:20:30,0.467s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:30,2018-08-30 12:20:31,0.581s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:31,2018-08-30 12:20:31,0.696s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:31,2018-08-30 12:20:32,0.620s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:32,2018-08-30 12:20:33,0.473s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-30 12:20:33,2018-08-30 12:20:35,2.005s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:35,2018-08-30 12:20:35,0.718s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:35,2018-08-30 12:20:36,0.607s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:36,2018-08-30 12:20:37,0.878s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:37,2018-08-30 12:20:37,0.601s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:37,2018-08-30 12:20:38,0.456s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:38,2018-08-30 12:20:38,0.536s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:38,2018-08-30 12:20:39,0.486s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-30 12:20:39,2018-08-30 12:20:41,2.005s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:41,2018-08-30 12:20:41,0.439s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:41,2018-08-30 12:20:42,0.471s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:42,2018-08-30 12:20:42,0.475s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:42,2018-08-30 12:20:43,0.597s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:43,2018-08-30 12:20:43,0.629s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-30 12:20:43,2018-08-30 12:20:45,2.005s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:45,2018-08-30 12:20:46,0.422s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:46,2018-08-30 12:20:47,0.887s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:47,2018-08-30 12:20:47,0.428s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:20:47,2018-08-30 12:20:48,0.415s,PASSED
