Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
delay,Chrome 68.0.3440.106,,2018-08-30 12:10:02,2018-08-30 12:10:04,2.004s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:10:04,2018-08-30 12:10:12,8.047s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:10:12,2018-08-30 12:10:20,8.028s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:10:20,2018-08-30 12:10:28,8.026s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:10:28,2018-08-30 12:10:36,8.041s,FAILED
delay,Chrome 68.0.3440.106,,2018-08-30 12:10:36,2018-08-30 12:10:38,2.004s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:10:38,2018-08-30 12:10:46,8.033s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:10:46,2018-08-30 12:10:54,8.033s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:10:54,2018-08-30 12:11:02,8.039s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:11:02,2018-08-30 12:11:10,8.047s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:11:10,2018-08-30 12:11:18,8.034s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:11:18,2018-08-30 12:11:26,8.028s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:11:26,2018-08-30 12:11:34,8.029s,FAILED
delay,Chrome 68.0.3440.106,,2018-08-30 12:11:34,2018-08-30 12:11:36,2.003s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:11:36,2018-08-30 12:11:44,8.038s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:11:44,2018-08-30 12:11:52,8.042s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:11:52,2018-08-30 12:12:00,8.050s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:12:00,2018-08-30 12:12:09,8.035s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:12:09,2018-08-30 12:12:17,8.039s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:12:17,2018-08-30 12:12:25,8.035s,FAILED
delay,Chrome 68.0.3440.106,,2018-08-30 12:12:25,2018-08-30 12:12:27,2.005s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:12:27,2018-08-30 12:12:35,8.034s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:12:35,2018-08-30 12:12:43,8.042s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:12:43,2018-08-30 12:12:51,8.023s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:12:51,2018-08-30 12:12:59,8.031s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:12:59,2018-08-30 12:13:07,8.031s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:13:07,2018-08-30 12:13:15,8.043s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:13:15,2018-08-30 12:13:23,8.068s,FAILED
delay,Chrome 68.0.3440.106,,2018-08-30 12:13:23,2018-08-30 12:13:25,2.003s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:13:25,2018-08-30 12:13:33,8.045s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:13:33,2018-08-30 12:13:41,8.069s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:13:41,2018-08-30 12:13:49,8.048s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:13:49,2018-08-30 12:13:57,8.043s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:13:57,2018-08-30 12:14:05,8.045s,FAILED
delay,Chrome 68.0.3440.106,,2018-08-30 12:14:05,2018-08-30 12:14:07,2.006s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:14:07,2018-08-30 12:14:15,8.032s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:14:15,2018-08-30 12:14:23,8.029s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:14:23,2018-08-30 12:14:31,8.043s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:14:31,2018-08-30 12:14:39,8.039s,FAILED
delay,Chrome 68.0.3440.106,,2018-08-30 12:14:39,2018-08-30 12:14:41,2.012s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:14:41,2018-08-30 12:14:49,8.046s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:14:49,2018-08-30 12:14:57,8.028s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:14:57,2018-08-30 12:15:05,8.031s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:15:05,2018-08-30 12:15:13,8.034s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:15:13,2018-08-30 12:15:21,8.037s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:15:21,2018-08-30 12:15:30,8.029s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:15:30,2018-08-30 12:15:38,8.024s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:15:38,2018-08-30 12:15:46,8.032s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:15:46,2018-08-30 12:15:54,8.047s,FAILED
delay,Chrome 68.0.3440.106,,2018-08-30 12:15:54,2018-08-30 12:15:56,2.004s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:15:56,2018-08-30 12:16:04,8.032s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:16:04,2018-08-30 12:16:12,8.027s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:16:12,2018-08-30 12:16:20,8.028s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:16:20,2018-08-30 12:16:28,8.027s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:16:28,2018-08-30 12:16:36,8.034s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:16:36,2018-08-30 12:16:44,8.031s,FAILED
delay,Chrome 68.0.3440.106,,2018-08-30 12:16:44,2018-08-30 12:16:46,2.003s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:16:46,2018-08-30 12:16:54,8.031s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:16:54,2018-08-30 12:17:02,8.034s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:17:02,2018-08-30 12:17:10,8.035s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:17:10,2018-08-30 12:17:18,8.031s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:17:18,2018-08-30 12:17:26,8.033s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:17:26,2018-08-30 12:17:34,8.030s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:17:34,2018-08-30 12:17:42,8.043s,FAILED
delay,Chrome 68.0.3440.106,,2018-08-30 12:17:42,2018-08-30 12:17:44,2.006s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:17:44,2018-08-30 12:17:52,8.025s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:17:52,2018-08-30 12:18:00,8.027s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:18:00,2018-08-30 12:18:08,8.042s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:18:08,2018-08-30 12:18:16,8.042s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-30 12:18:16,2018-08-30 12:18:24,8.026s,FAILED
delay,Chrome 68.0.3440.106,,2018-08-30 12:18:24,2018-08-30 12:18:26,2.004s,PASSED
click,Chrome 68.0.3440.106,,2018-08-30 12:18:26,2018-08-30 12:18:34,8.037s,FAILED
click,Chrome 68.0.3440.106,,2018-08-30 12:18:34,2018-08-30 12:18:42,8.040s,FAILED
click,Chrome 68.0.3440.106,,2018-08-30 12:18:42,2018-08-30 12:18:50,8.041s,FAILED
closeBrowser,Chrome 68.0.3440.106,,2018-08-30 12:18:50,2018-08-30 12:18:51,0.583s,PASSED
